building/4841_real-assets-19+283512_property-building,What does the whole object resemble?,tree,house,car,building,D,building
food/1196_color-kitchen-stuff+26536_taco,What color is the main body of the object?,Red,Blue,Yellow,Green,C,food
aerial_crafts/1669_miscellaneous+94763_airplane,How many wings does the object have?,One,Two,Three,Four,B,aerial_crafts
clothing/4852_eighties-5+283950_sneaker-shoe,How many laces are visible on the object?,5,6,7,8,D,clothing
building/3053_global-logistics-2+192571_warehouse,What is the shape of the background in the image?,Square,Circle,Triangle,Rectangle,B,building
land_crafts/462_city+70768_bus,What is the position of the door on the object?,Front,Middle,Back,door,A,land_crafts
building/2150_science-3+98400_laboratory,What is the color of the rectangular shape at middle of the bottom section of the image?,Red,Blue,Green,Yellow,D,building
food/1264_birthday-and-party-elements+106408_birthday-cake,How many candles are on the object?,One,Two,Three,Four,C,food
building/3363_architecture-construction+207359_building-office,What is the shape of the windows on the left side of the building?,Circular,Triangular,Rectangular,Hexagonal,C,building
human/1707_business+60458_businessman-going-to-work,What is the person in the image doing?,Running,Walking,Sitting,Jumping,B,human
building/741_buddhism+150436_buddhist-building,What is the shape of the top horizontal bar in the image?,Curved,Straight,Zigzag,Wavy,A,building
aerial_crafts/4880_universe-19+285319_spacecraft,What shape is at the top center of the object?,Square,Circle,Triangle,Hexagon,B,aerial_crafts
computer/521_web-design-set+19981_computer,How many faces are displayed on the screen?,Three,Two,One,Four,A,computer
science/1689_school-icon-set+124879_biology,How many hexagons are present in the image?,1,2,3,4,C,science
entertainment/1606_toys-1+54777_gamepad,How many circular buttons are on the right side of the object?,Two,Three,Four,Five,C,entertainment
entertainment/552_sports-icons+110576_football,What shape are the white sections on the object?,Squares,Triangles,Hexagons,Circles,C,entertainment
musical_instrument/3040_circus-2+191926_drum,What pattern is present on the side of the drum?,Zigzag,Stripes,dots,Checkered,A,musical_instrument
clothing/4670_woman-footwear-2+274720_shoe,What is the primary shape of the object in the image?,Circle,Square,Triangle,Irregular,D,clothing
computer/4330_office-25+256543_analytics-laptop,What shape is prominently featured in the center of the image?,Circle,Triangle,graph,Square,C,computer
dairy/3491_coffee-shop-12+213284_milk-bottle,What is the object in the image most likely to be?,bottle,book,box,bag,A,dairy
furniture/3914_home-stuff-2+232756_comfortable-chair,What is the primary color of the seat in the image?,Pink,Green,Blue,Yellow,A,furniture
human/4618_hairstyles+271315_woman-hair-beauty-salon,What is the shape of the face in the image?,Oval,Square,Round,Heart,A,human
building/4836_real-assets-10+283122_fireplace-building,How many windows are visible on the building?,2,4,6,8,C,building
musical_instrument/2496_audio+69637_acoustic-guitar,How many knobs does the object typically have?,Four,Six,Eight,Ten,B,musical_instrument
entertainment/214_sporting+80334_american-football-helmet,How many bars are there in the front part of the object?,One,Two,Three,Four,C,entertainment
human/1819_triumphs+23579_woman-with-flag,What is the figure in the image holding?,book,flag,ball,stick,B,human
musical_instrument/786_music-and-sound-1+174528_drum-small-and-tall-on-a-tripod,What is the shape of the top part of the object?,Hexagon,Rectangle,Pentagon,Circle,D,musical_instrument
animal/2545_animals-6+77445_lion,What color is the nose of the object?,Blue,Pink,Green,Yellow,B,animal
time_clock/889_linear-detailed-high-school-elements+66028_clock,What number is at the top of the object?,12,3,6,1,D,time_clock
food/514_food-7+23067_birthday-cake,What shape is the base of the object?,Circle,Square,Triangle,Rectangle,D,food
land_crafts/4656_cityscape-2+273520_bicycle,How many wheels does the object have?,One,Two,Three,Four,B,land_crafts
human/176_admin-ui+67643_man-with-tie,What does the object represent?,tree,person,house,car,B,human
building/3515_city-8+214705_building-town,What color is the tree in the image?,Red,Blue,Green,Yellow,C,building
fruit/4534_spring-9+267029_apple-food-and-restaurant,What is the primary color of the object?,Red,Blue,Pink,Yellow,C,fruit
human/863_user-set+96848_woman,What is the shape of the object in the center of the image?,Star,Heart,Cross,Circle,B,human
time_clock/236_pointed-icons+15527_clock-circular-black-tool-shape,What is the color of the background inside the larger circle?,White,Black,Blue,Red,B,time_clock
beverage/1121_my-coffee+8096_coffee-cup,What shape is the handle of the object in the image?,Square,Circular,Triangular,Oval,D,beverage
book/2372_essential-collection+135577_notebook,What is the primary color of the object?,Blue,Green,Red,Yellow,C,book
land_crafts/2832_transport-4+180143_speedboat-transport,How many horizontal lines are on the side of the object?,One,Two,Three,Four,B,land_crafts
clothing/965_linear-detailed-clothes+48821_blouse,What is the semantic category of the object in the image?,Furniture,Clothing,Food,Tool,B,clothing
book/866_interface-and-web+118655_e-book-with-right-arrow,What does the image represent?,book,flower,cat,cap,A,book
dairy/3780_food-17+227285_ice-cream,What color is the scoop on the right?,Yellow,Red,Green,Blue,D,dairy
animal/5089_safari+297444_lion,What color is the left side of the object's face?,Yellow,Orange,Brown,Green,A,animal
time_clock/5141_spa-15+299910_stopclock,How many small circles are present inside the object?,1,2,3,4,A,time_clock
land_crafts/4436_spring-3+261697_bicycle,How many wheels does the object have?,One,Two,Three,Four,B,land_crafts
aerial_crafts/4385_transport-20+259425_zeppelin-aircraft,What is the primary color of the object?,Red,Green,Blue,Yellow,C,aerial_crafts
musical_instrument/2260_musicon+83010_inclined-clarinet,What is the object in the image?,Flute,Clarinet,Trumpet,Saxophone,B,musical_instrument
science/3553_chemistry-3+216353_flask-chemistry,How many circular shapes are present in the image?,1,2,4,3,D,science
musical_instrument/809_music-instrument-2+30525_electric-guitar,What shape is the bottom part of the object?,Square,Circle,Triangle,Rectangle,C,musical_instrument
furniture/3466_kitchen-11+212250_table,How many legs does the object in the center have?,Two,One,Three,Four,A,furniture
building/2577_city-and-enviroment+69331_building,What are the primary colors used in the image?,Green,Yellow,Red,Pink,C,building
land_crafts/520_high-school-collection-2+52185_school-bus,What is the primary color of the object?,Yellow,Red,Green,Blue,A,land_crafts
land_crafts/5001_sharing-out-7+293091_delivery-truck-trailer,What is the primary color of the front part of the object?,Red,Blue,Green,Yellow,A,land_crafts
book/4126_valentines-day-7+245217_book,What is the primary color of the heart in the center of the object?,Blue,Red,Green,Pink,D,book
clothing/897_clothes-fill+123011_t-shirt,What is the color of the object in the image?,Red,Blue,Black,White,C,clothing
dairy/57_kitchen-elements+168692_milk,How many circles are there in total in the image?,Four,Six,Eight,Ten,A,dairy
accessory/5194_woman-accessories-3+302264_handbag,What is the color of the object in the image?,Red,Blue,Black,Green,C,accessory
furniture/2097_filled-hairdressing-salon-elements+9387_hairdresser-chair,What is the primary color of the object in the image?,Red,Blue,Black,Green,C,furniture
human/3625_wellness-and-spa+220220_woman-healthcare-and-medical,What is the color of the hair of the person in the image?,Black,Brown,Blonde,White,D,human
entertainment/702_multi-sports+12362_american-football-ball,What is the shape of the object in the image?,Circle,Square,Triangle,Oval,D,entertainment
fruit/2548_fruit-collection+125741_orange,What shape is the main body of the object?,Square,Triangle,Circle,Rectangle,C,fruit
entertainment/3510_sports-25+214528_baseball-equipment,What does the entire object in the image resemble?,house,car,robot,face,C,entertainment
animal/2536_poi-nature+149937_giraffe-silhouette,What is the shape of the object’s neck?,thin,thick,short,above,A,animal
fruit/3780_food-17+227276_potato,What is the object in the image?,Apple,Potato,Banana,Carrot,B,fruit
dairy/322_linear-food-set+75597_ice-cream,What is the background color of the image?,Brown,Black,White,Gray,A,dairy
science/3812_education-18+228275_flask-laboratory,How many dots are inside the right object?,One,Two,Three,Four,C,science
land_crafts/1127_ios7-lite-fill+151886_race-bicycle,How many wheels does the object have?,One,Two,Three,Four,B,land_crafts
time_clock/548_logistics-delivery+165658_logistics-delivery-truck-and-clock,What shape is prominently featured in the upper part of the image?,Square,Triangle,Circle,Hexagon,C,time_clock
dairy/5040_hippies-10+295259_ice-cream,What is the primary color of the cone in the image?,Yellow,Red,Blue,Green,A,dairy
furniture/927_household-set+64683_desk,How many visible wheels does the object have?,2,3,4,5,C,furniture
musical_instrument/3304_musical-instruments-6+204389_synthesizer-piano,What is the primary color of the background in the image?,Red,Blue,Green,Yellow,D,musical_instrument
accessory/3279_business-14+202630_accessory-man,What shape is the bottom part of the object in the image?,Triangle,Square,Circle,Rectangle,A,accessory
time_clock/456_bank-and-finances-elements+96232_clock,What is the position of the smaller hand of the object?,12 o'clock,3 o'clock,6 o'clock,9 o'clock,D,time_clock
clothing/336_clothes-3+120297_sweater,What is the primary color of the object?,Blue,Green,Red,Yellow,C,clothing
furniture/992_real-estate-and-furniture+53472_sofa,What is the primary color of the object in the image?,Red,Blue,Green,Yellow,B,furniture
aerial_crafts/252_summer-holidays-set+175335_plane-ticket,How many horizontal lines are there on the right side of the image?,Two,Three,Four,Five,D,aerial_crafts
animal/2327_cartoon-halloween+174451_cat,What shape is the head of the object in the image?,Circle,Square,Triangle,Hexagon,A,animal
time_clock/3269_the-essentials+201923_clock,What is the position of the smaller circle relative to the larger circle?,Top-left,Bottom-right,Top-right,Bottom-left,B,time_clock
animal/2151_circus+102592_lion,What animal is depicted in the image?,Tiger,Lion,Elephant,Giraffe,B,animal
land_crafts/2857_transport-5+183700_train,What is the shape of the object in the middle section?,Circle,Rectangle,Triangle,Pentagon,B,land_crafts
human/513_education-1-6+79782_student,What shape is the person's head in the image?,Oval,Square,Round,Triangle,A,human
aerial_crafts/2850_army-badges-3+181631_aeroplane-transport,How many wings does the object have?,1,2,3,4,B,aerial_crafts
dairy/1613_ice-cream-icon-collection+149258_ice-cream,What is the primary color of the cone in the image?,Red,Blue,Yellow,Green,C,dairy
musical_instrument/1199_musician-human-pictograms+7451_electric-guitar,What shape is the head of the figure in the image?,Square,Triangle,Hexagon,Circle,D,musical_instrument
tool/1612_camping-element-collection+65898_shovel,What is the primary color of the shaft of the object?,Gray,Red,Yellow,Green,A,tool
musical_instrument/2496_audio+69637_acoustic-guitar,What is the object in the image?,Violin,Piano,Drum,Guitar,D,musical_instrument
entertainment/2013_hardware-set+42849_gamepad,How many circular buttons are on the right side of the object?,Two,Three,Four,Five,C,entertainment
computer/2654_business-seo+110192_computer,What shape is at the bottom of the pencil in the image?,Circle,Square,Triangle,Hexagon,C,computer
tool/88_school-elements-3+114839_calculator,What is the object in the image?,Television,Calculator,Phone,Computer,B,tool
computer/925_computer-icons+155842_laptop,What is the object in the image?,television,tablet,smartphone,laptop,D,computer
aerial_crafts/4879_universe-18+285224_spacecraft-rocket,What is the object in the image?,Car,Airplane,Rocket,Boat,C,aerial_crafts
accessory/5091_woman-accessories-2+297609_diamond-ring-jewelry,What color is the gemstone in the image?,Blue,Red,Green,Yellow,A,accessory
furniture/501_household-compilation+170148_desk,What is the color of the table legs?,Black,White,Brown,Gray,C,furniture
science/2799_back-to-school-9+177744_saturn-science,What does the whole object in the image represent?,Planet,flower,clock,star,A,science
fruit/1151_scientific-study-3+40772_apple,What is the primary color of the object in the image?,Blue,Green,Red,Yellow,C,fruit
clothing/4421_clothes-24+261035_jacket,What type of neckline does the object have? ,Square,V-shaped,Round,Collared,B,clothing
human/377_humans-resources+138073_cheers-for-businessmen-team-group,How many figures are depicted in the image?,3,2,4,5,A,human
beverage/4997_shopping-25+292738_coffee-cup-coffee,What symbol is present on the black circle in the image?,Heart,Star,Sign,Diamond,C,beverage
time_clock/129_education-elements+125135_alarm-clock,What is located at the center of the object?,star,face,hands,handle,C,time_clock
musical_instrument/809_music-instrument-2+30525_electric-guitar,What type of object is shown in the image?,Violin,Drum,Guitar,Piano,C,musical_instrument
beverage/3662_winter-4+222582_tea-cup-mug,What is the color of the tag attached to the object in the image?,Yellow,Red,Blue,Green,A,beverage
building/3161_landmarks-7+197095_empire-state-building,What does the object in the image resemble?,tree,house,car,building,D,building
food/1204_birthday-party-4+138299_hamburger,What shape is at the top of the object?,Circle,Triangle,Square,Hexagon,B,food
beverage/3591_gastronomy-3+218498_beer,What is the general shape of base of the object?,Circular,Rectangular,Trapezoid,Triangular,C,beverage
dairy/320_circle-color-food+75606_cheese,What is the object in the image?,cheese,bread,cake,fruit,A,dairy
land_crafts/4084_transport-14+243271_cycle-bicycle,What shape are the wheels of the object?,Circle,Triangle,Square,Hexagon,A,land_crafts
science/3878_chemistry-5+231473_flask-chemistry,What is the object in the image most likely representing?,lighthouse,cone,beaker,pyramid,C,science
musical_instrument/786_music-and-sound-1+85209_trumpet,How many valves are visible on the object?,One,Two,Three,Four,C,musical_instrument
food/569_birthday-party-1+12703_hamburger,How many dots are visible on the top part of the object?,One,Two,Four,Three,D,food
tool/1612_camping-element-collection+65898_shovel,What is the object in the image?,Shovel,Hammer,Wrench,Screwdriver,A,tool
food/2142_easter-1+90228_cake,How many dots are on the object?,2,3,4,5,C,food
land_crafts/1150_toys-2+112961_scooter,How many wheels does the object have?,One,Two,Three,Four,B,land_crafts
aerial_crafts/1143_tourism-and-travel+140026_airplane,What is the primary color of the clouds in the image?,Blue,Yellow,White,Gray,B,aerial_crafts
clothing/4692_clothes-25+275893_shorts-clothes,What type of clothing is depicted in the image?,Shirt,Pants,Skirt,Shorts,D,clothing
furniture/1570_household+10947_bed,What object is depicted in the image?,Chair,Table,Bed,Sofa,C,furniture
book/2851_education-utensils+183340_book,What is the color of the label on the object?,White,Beige,Gray,Black,B,book
book/520_high-school-collection-2+3631_notebook,How many horizontal blue lines are there on the left side of the object?,One,Two,Four,Three,D,book
building/932_city-and-buildings-color-flat+88690_building,What type of structure is depicted in the image?,Bridge,Car,Building,Boat,C,building
accessory/4710_man-accessories-3+277055_belt-garment,What shape is in the center of the object?,Square,Circle,Triangle,Hexagon,B,accessory
musical_instrument/5012_cinco-de-mayo+293570_guitar,What type of object is depicted in the image?,Piano,Drum,Violin,Guitar,D,musical_instrument
animal/3040_circus-2+191938_elephant,What is the elephant standing on?,ball,drum,box,chair,B,animal
fruit/79_food-linear-color+7496_carrot,What shape best describes the overall form of the object?,Circular,Triangular,Rectangular,Oval,B,fruit
tool/3288_construction-8+203138_hammer,What is the primary color of the object?,Red,Blue,Yellow,Green,C,tool
entertainment/981_sport-collection+102018_olympic-games,How many circles are overlapping in the image?,2,3,4,5,D,entertainment
furniture/4425_home-stuff-10+261162_bedroom,What is the semantic of the whole object?,Chair,Table,Bed,Lamp,D,furniture
building/176_admin-ui+123349_building,What type of object is shown in the image?,Tree,Car,Animal,Building,D,building
animal/1690_funny-animals+83395_giraffe-face-front-outline,What shape is prominently featured at the bottom of the image?,Circle,Triangle,Heart,Square,C,animal
fruit/2254_gardening-2+34549_apple,What is the primary color of the object?,Blue,Red,Yellow,Green,B,fruit
accessory/4980_woman-accessories+291722_hand-bag-handbag,What is the shape of the object at the top center of the image?,Circle,Square,Triangle,Rectangle,D,accessory
tool/563_stationary+153806_pencils,What shape are the objects in the image?,Circles,Squares,Pencils,Triangles,C,tool
book/5105_research-science+298470_book,What is the primary color of the object in the image?,Blue,Green,Red,Yellow,C,book
computer/162_electronic+116443_computer,What is the object in the image?,Television,tower,Refrigerator,Microwave,B,computer
musical_instrument/5020_knowledge-3+293845_piano,What is the color of the musical note in the image?,Red,Blue,Black,Green,C,musical_instrument
accessory/4683_man-accessories+275316_tie-accessory,How many ties are hanging on the hanger?,One,Two,Three,Four,B,accessory
clothing/2802_baseball-team-3+177861_shoe-trainers,What is the primary color of the object in the image?,Red,Blue,Green,Yellow,B,clothing
food/57_kitchen-elements+106183_chicken-leg,What is the shape of the smaller part attached to the main body?,Bone,Star,Heart,Arrow,A,food
human/33_hand-drawn-education+174781_student-reading-a-book-hand-drawn-person,What is the position of the person's hands?,head,body,pockets,book,D,human
land_crafts/467_transportation-7+39683_boat,What is the primary color of the object in the image?,Red,Green,Yellow,Blue,D,land_crafts
computer/3330_multimedia-5+205712_tablet-touch-screen,What is the color of the screen of the object?,Red,Blue,Green,Yellow,B,computer
entertainment/702_multi-sports+90701_paralympic-tennis-player,What is the position of the figure's arms?,down,up,down,side,C,entertainment
furniture/3372_furniture-16+207959_desk,What type of furniture is depicted in the image?,Chair,Table,Bed,Desk,D,furniture
dairy/3088_summertime-2+194344_ice-cream,What color is the popsicle in the image?,Red,Blue,Yellow,Green,C,dairy
fruit/3589_gastronomy+218328_apple,What is the primary color of the object?,Red,Yellow,Green,Blue,B,fruit
animal/2086_grand-circus+112203_circus-lion,What animal does the object represent?,Dog,Cat,Lion,Elephant,C,animal
food/3095_holidays-icons+194605_birthday-cake,What shape are the patterns in the middle section of the object?,Circles,Zigzags,Squares,Triangles,B,food
accessory/5189_man-accessories-4+301899_belt,What shape is in the center of the object?,Square,Triangle,Hexagon,Circle,D,accessory
computer/3931_miscellanea+233486_laptop,What shape is the screen of the object?,Circle,Triangle,Rectangle,Hexagon,C,computer
human/605_avatars-4+128584_man,What is the color of the person's hair in the image?,Black,Brown,Blonde,Red,A,human
fruit/327_organic-food+102412_tomato,How many yellow shapes are present inside the object?,4,6,8,10,C,fruit
fruit/3278_food-restaurant-2+202563_lemon-fruit,What shape is the object in the image?,Square,Circle,Oval,Triangle,C,fruit
animal/67_animals-2+44743_sea-lion,What type of animal does the object resemble?,Cat,Dog,Rabbit,Seal,D,animal
entertainment/5179_italy-4+301629_helmet-roman,What shape is prominently featured at the top of the helmet in the image?,Square,Circle,Triangle,Semi-circle,D,entertainment
musical_instrument/4555_music-icons-4+268473_music-instruments-drums,What is the object in the image most likely to be?,chair,table,wardrobe,drum,D,musical_instrument
human/311_human-pictos+113700_man,What does the whole image represent?,book,gear,computer,plant,B,human
furniture/501_household-compilation+57854_chair,How many legs does the table have in the image?,One,Two,Three,Four,B,furniture
building/3053_global-logistics-2+192571_warehouse,What type of building is depicted in the image?,Warehouse,School,Hospital,Office,A,building
musical_instrument/4831_hippies-5+282846_drum,What is the color of the object?,Red,Blue,Black,Green,C,musical_instrument
human/4484_india-6+264235_man-india,What color is the face of the object?,Yellow,Blue,Red,Green,A,human
food/79_food-linear-color+169665_sandwich,What color is the triangle in the middle of the image?,Red,Blue,Green,Yellow,D,food
tool/3399_education-12+209338_pencil,What shape is the bottom part of the object?,Circle,Triangle,Square,Rectangle,B,tool
land_crafts/4531_transport-22+266826_bicycle,What is the shape of the base of the object?,Circle,Square,Rectangle,Triangle,A,land_crafts
land_crafts/4084_transport-14+243271_cycle-bicycle,What is the primary function of the object?,Transportation,Writing,Cooking,Communication,A,land_crafts
science/2826_science-9+179549_test-tube-science,What is the object in the image?,beaker,flask,tube,pipette,A,science
animal/3030_animals-19+191440_dog,What geometric shape is the object’s nose?,Circle,Triangle,Square,Rectangle,A,animal
animal/2086_grand-circus+112203_circus-lion,What shape is the object’s head?,Square,Circle,Triangle,Hexagon,B,animal
animal/5089_safari+297444_lion,What animal does the object represent?,Elephant,Lion,Tiger,Bear,B,animal
fruit/2254_gardening-2+34549_apple,What shape is the object most similar to?,Circle,Square,Triangle,Heart,D,fruit
science/4326_pet-shop-6+256378_test-tube-science,What is the color of the liquid in the container?,Green,Blue,Red,Yellow,B,science
beverage/1580_business-and-commerce+48859_coffee,What is depicted above the rectangular part of the object?,Waves,Dots,Lines,Arrows,A,beverage
computer/3719_development-4+224770_laptop-html,What is the object in the image?,Smartphone,Tablet,Television,Laptop,D,computer
animal/2545_animals-6+100831_giraffe,What shape are the eyes of the object?,Square,Triangle,Hexagon,Circle,D,animal
animal/4952_animals-30+289033_cat,What color is the collar of the object in the image?,Blue,Green,Yellow,Red,D,animal
computer/782_communication-set+99347_laptop,What is the main object in the image?,book,laptop,television,tablet,B,computer
fruit/449_gastronomy-collection+45710_strawberry,What is the color of the main object in the image?,Red,Blue,Black,Green,C,fruit
musical_instrument/341_music-and-sound-2+131260_musician-with-accordion,What is the object holding?,book,guitar,accordion,drum,C,musical_instrument
entertainment/4689_electronics-and-appliances-3+275658_game-console,What is the primary color of the screen in the image?,Blue,Green,Red,Yellow,A,entertainment
tool/296_linear-gardening-elements+42783_rake,What is the object in the image?,Shovel,Rake,Broom,Hoe,B,tool
land_crafts/4273_transport-19+253021_bicycle-bike,What shape are the wheels of the object?,Square,Triangle,Circle,Hexagon,C,land_crafts
human/2014_humanitarian+23383_man-child-and-balloons,What is the shape of the balloons?,Square,Triangle,Circle,Oval,D,human
building/2809_monuments-4+178229_notre-dame-building,How many arches are at the bottom of the object?,One,Two,Three,Four,C,building
animal/163_insects+126226_tree-lobster,What type of object is depicted in the image?,Bird,Fish,Insect,Mammal,C,animal
tool/3289_constructions-2+203591_saw,What is the shape of the handle on the object?,Circle,Triangle,Rectangle,Pentagon,C,tool
tool/3469_diy-tools-2+212438_shovel,What is the background color of the image?,Red,Green,Yellow,Blue,D,tool
animal/3021_autumn-2+190960_rabbit,What is the color of the left ear of the object?,Blue,Green,Orange,Yellow,D,animal
land_crafts/467_transportation-7+34333_train,How many yellow circles are visible on the object?,Two,One,Three,Four,A,land_crafts
dairy/3620_coffee-shop-14+219961_milk,What is the object in the image?,bottle,vase,lamp,cup,A,dairy
furniture/3693_employees-organization-3+223936_desk-lamp-furniture-and-household,What is the object in the image?,table,chair,lamp,fan,C,furniture
book/4819_education-29+281900_notebook-address-book,What is the result of the mathematical operation shown in the image?,2,3,5,4,D,book
entertainment/1384_my-classroom+160600_soccer-field,What is the orientation of the object?,Horizontal,Vertical,Diagonal,Circular,B,entertainment
book/520_high-school-collection-2+3631_notebook,What is the object in the image?,notebook,calendar,folder,book,A,book
food/2142_easter-1+90228_cake,What shape is the base of the object?,Circle,Trapezoid,Triangle,Rectangle,B,food
science/1689_school-icon-set+124879_biology,Which hexagon contains a horizontal line?,Middle,Top,Bottom,None,A,science
accessory/4608_pretty-4+270766_accessory-fashion,How many circular shapes are present in each object?,1,2,3,4,D,accessory
animal/67_animals-2+152405_elephant,What is the primary color used in the object?,Red,Green,Yellow,Blue,D,animal
clothing/1536_american-football+130462_american-football-black-shoe,What is the shape of the object in the image?,Circular,Triangular,Rectangular,Irregular,D,clothing
tool/2828_grooming+179675_file-file,What shape is present on the handle of the object?,Rectangle,Circle,Triangle,Hexagon,A,tool
human/176_admin-ui+67643_man-with-tie,What is the object wearing around its neck?,Scarf,tie,Necklace,Tie,D,human
beverage/4178_ecology-23+247534_drop-water,What is the shape of the water droplets in the image?,Square,Circular,Triangular,Teardrop,D,beverage
fruit/4562_food-19+268913_strawberry-fruit,What shape are the seeds on the object?,Circular,Square,Triangular,Hexagonal,B,fruit
animal/4776_hippies-3+280387_butterfly,What is the primary color of the upper wings of the object?,Red,Blue,Yellow,Green,D,animal
accessory/3006_love-and-romance-2+190114_engagement-ring-jewelry,What color is the heart in the image?,Blue,Red,Green,Yellow,B,accessory
furniture/501_household-compilation+117609_office-chair,What shape are the wheels of the object in the image?,Circular,Square,Triangular,Hexagonal,A,furniture
accessory/4948_mothers-day-6+288834_handbag,What type of object is shown in the image?,Bag,Hat,Shoe,Watch,A,accessory
animal/4956_in-the-forest-8+289294_butterfly,How many circles are on the left wing of the object?,2,3,4,5,B,animal
building/1230_city-elements-3+52143_buildings,What shape is the roof of the building on the right?,Flat,Dome,Gable,Curved,C,building
computer/5308_objects-infographic-icons+308931_web-interface-computer,What is the object inside the screen?,hand,star,tree,car,A,computer
food/595_food-and-drink-2+51337_candy,What shape is the central part of the object?,Square,Oval,Triangle,Circle,B,food
time_clock/352_tic-tac-icons+172420_digital-and-analogue-clock,What is the color of the background in the image?,White,Black,Blue,Red,A,time_clock
entertainment/5056_eighties-8+296164_game-console,What is the shape of the screen on the object?,Circle,Triangle,Square,Rectangle,D,entertainment
animal/1511_sea-life+89354_crab,What type of animal is represented by the object?,Fish,Bird,Crab,Turtle,C,animal
animal/3278_food-restaurant-2+202580_crab,What is the object in the image?,Butterfly,Crab,Flower,Bird,B,animal
book/1922_productivity-collection+18925_address-book,What is the feature at the top of the object that looks like a ribbon?,Bookmark,Antenna,Handle,Strap,A,book
tool/1111_do-it-yourself-filled+174960_wrench-and-bolt-tool-with-hammer,What shape is the object in the top left corner?,Circle,Square,Triangle,Hexagon,A,tool
aerial_crafts/1670_ecommerce-compilation+137399_airplane,What is the primary color of the object in the image?,Red,Gray,Green,Yellow,B,aerial_crafts
land_crafts/1569_outdoor-2+28444_sailboat,What is the object in the image?,Car,Airplane,House,Boat,D,land_crafts
tool/3563_furniture-19+217006_drill,What is the shape of the handle of the object?,Rectangular,Circular,Triangular,Oval,A,tool
computer/3953_digital-marketing-8+234449_analytics-laptop,What shape is the screen of the object?,Circle,Triangle,Hexagon,Rectangle,D,computer
fruit/4696_food-22+276189_broccoli,What shape best describes the top part of the object?,Circular,Triangular,Rectangular,Irregular,D,fruit
aerial_crafts/3051_travel-11+192366_aeroplane-plane,What is the shape of the background in the image?,Square,Triangle,Circle,Hexagon,C,aerial_crafts
clothing/3611_sport-9+219580_shoe-shoes,What shape is prominently featured in the sole of the object?,Circle,Triangle,Square,Rectangle,D,clothing
beverage/823_travel-and-adventure+76483_coffee-cup,What is the object in the image?,teapot,cup,vase,bowl,B,beverage
animal/1500_animals-8+155064_giraffe,How many eyes does the object in the image have?,1,2,3,4,B,animal
time_clock/1073_basic-fill-icons+86640_digital-clock,What type of object is shown in the image?,Calculator,Clock,Thermometer,Control,B,time_clock
tool/264_house-things+62133_gardening-shovel-tool-shape,What is the object in the image?,Shovel,Hammer,Wrench,Screwdriver,A,tool
entertainment/2127_sports-10+105905_basketball-court,What is the primary color of the circles on the left and right sides of the image?,Blue,Green,Orange,Red,C,entertainment
accessory/5091_woman-accessories-2+297609_diamond-ring-jewelry,What is the primary color of the band in the image?,Red,Blue,Yellow,Green,C,accessory
accessory/5189_man-accessories-4+301882_tie-accessory,What is the whole object in the image?,tie,lamp,book,chair,A,accessory
food/57_kitchen-elements+106183_chicken-leg,What is the object in the image?,tree,car,house,meat,D,food
beverage/2287_cup-of-coffee+19759_coffee-cup,What is the object in the image?,Plate,Cup,Spoon,Bowl,B,beverage
aerial_crafts/4385_transport-20+259425_zeppelin-aircraft,What type of object is depicted in the image?,Car,Airplane,Boat,Blimp,D,aerial_crafts
musical_instrument/4048_musical-instruments-10+240644_flute-music-and-multimedia,What is the shape of the topmost object in the image?,Circle,Square,Triangle,Rectangle,D,musical_instrument
land_crafts/548_logistics-delivery+110882_sea-ship,How many circular windows are visible on the object?,3,2,1,4,A,land_crafts
book/4663_android-app-2+274016_notebook-address-book,How many distinct vertical sections does the object have?,One,Two,Three,Four,B,book
entertainment/2924_kitchen-7+186475_skimmer,What shape is the main part of the object?,Square,Circle,Triangle,Rectangle,B,entertainment
dairy/841_kitchen+91747_ice-cream-balls-on-tall-glass,What is the object holding the scoops?,Cup,Bowl,Plate,Cone,A,dairy
aerial_crafts/4082_transport-12+243210_chopper-aircraft,What shape is the window on the object?,Circle,Square,Oval,Triangle,C,aerial_crafts
science/2827_science-10+179563_test-tubes-science,What shape is the object primarily?,Square,Circle,Triangle,Cylinder,D,science
animal/3024_animals-16+191089_elephant,What shape are the eyes of the object?,Square,Triangle,Circle,Hexagon,C,animal
computer/5308_objects-infographic-icons+308761_online-payment-computer-covid-online-payment-policy-payment-platform,How many horizontal lines are inside the rectangle on the screen?,One,Two,Three,Four,B,computer
accessory/639_ios7-premium-2+147851_handbag,What shape is the main body of the object?,Circle,Triangle,Hexagon,Rectangle,D,accessory
building/4655_cityscape+273374_building-city,How many windows are there on the left building?,2,4,8,6,D,building
book/3648_print-5+221664_ebook,What object is represented in the image?,book,magazine,tablet,book,D,book
furniture/3362_furniture-15+207315_dressing-table,What shape are the two objects located at the bottom of the image?,Circles,Squares,Triangles,Stars,A,furniture
human/791_avatar-collection+138273_woman,How many lines are there on the headgear?,One,Two,Three,Four,B,human
entertainment/811_game-assets+56374_poker,What type of objects are depicted in the image?,cards,Books,Postcards,Photographs,A,entertainment
accessory/4980_woman-accessories+291772_diamond-ring-jewelry,What is the orientation of the central shape?,Upright,Tilted,down,Sideways,B,accessory
time_clock/752_web-application+160633_phone-alarm-clock,What shape is the main body of the object?,Square,Triangle,Circle,Rectangle,C,time_clock
